Order ID,Order Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Year,Month,Month_Name,Profit Margin
CA-2023-100675,2021-02-03 15:25:35.137839596,First Class,Consumer,California,East,Office Supplies,Paper,45.09,4,0.0,18.99,2021,2,Feb,42.12
CA-2020-100676,2023-08-16 21:54:03.728423472,Second Class,Consumer,Florida,South,Technology,Copiers,372.25,10,0.2,-39.77,2023,8,Aug,-10.68
CA-2021-100677,2022-03-19 13:30:05.673687896,Standard Class,Consumer,Pennsylvania,South,Furniture,Tables,343.04,13,0.1,59.2,2022,3,Mar,17.26
CA-2022-100678,2020-05-06 19:27:00.873567818,Second Class,Consumer,Michigan,Central,Office Supplies,Binders,111.08,12,0.0,31.64,2020,5,May,28.48
CA-2023-100679,2022-08-11 11:43:49.529193968,Same Day,Corporate,Georgia,Central,Office Supplies,Storage,121.68,8,0.2,13.57,2022,8,Aug,11.15
CA-2020-100680,2021-09-21 02:02:15.808275376,Same Day,Home Office,Illinois,West,Office Supplies,Storage,306.82,8,0.2,41.82,2021,9,Sep,13.63
CA-2021-100681,2023-04-15 12:50:54.065142336,Second Class,Corporate,Florida,East,Technology,Copiers,121.43,4,0.1,20.81,2023,4,Apr,17.14
CA-2022-100682,2020-01-29 02:57:31.403412218,First Class,Home Office,Georgia,Central,Technology,Accessories,21.52,5,0.0,3.61,2020,1,Jan,16.78
CA-2023-100683,2022-02-21 04:37:05.526592280,Standard Class,Corporate,New York,East,Furniture,Chairs,241.52,5,0.1,2.0,2022,2,Feb,0.83
CA-2020-100684,2023-11-04 12:49:23.286135984,First Class,Consumer,Michigan,East,Office Supplies,Binders,65.81,5,0.4,-12.28,2023,11,Nov,-18.66
CA-2021-100685,2020-04-11 11:06:38.959323560,Standard Class,Consumer,Pennsylvania,East,Furniture,Tables,100.5,3,0.0,34.78,2020,4,Apr,34.61
CA-2022-100686,2021-03-10 04:39:41.147746032,Standard Class,Corporate,Washington,East,Furniture,Tables,637.7,13,0.0,93.38,2021,3,Mar,14.64
CA-2023-100687,2022-10-20 00:43:09.363086000,Standard Class,Home Office,Pennsylvania,West,Technology,Copiers,129.8,2,0.0,49.57,2022,10,Oct,38.19
CA-2020-100688,2020-12-14 08:43:20.890578876,Second Class,Corporate,Illinois,East,Office Supplies,Supplies,148.67,14,0.1,19.53,2020,12,Dec,13.14
CA-2021-100689,2020-01-02 11:03:46.046930504,Second Class,Corporate,California,South,Technology,Accessories,247.07,1,0.2,13.78,2020,1,Jan,5.58
CA-2022-100690,2020-05-12 01:40:34.642517636,First Class,Home Office,Pennsylvania,East,Technology,Machines,246.0,11,0.0,97.76,2020,5,May,39.74
CA-2023-100691,2023-12-23 16:41:09.765347472,First Class,Consumer,Washington,West,Furniture,Tables,59.19,3,0.0,8.03,2023,12,Dec,13.57
CA-2020-100692,2022-04-30 13:33:24.522939904,First Class,Consumer,Texas,West,Furniture,Tables,139.73,9,0.4,-27.13,2022,4,Apr,-19.42
CA-2021-100693,2020-08-18 02:23:22.391554508,Second Class,Consumer,California,East,Technology,Machines,153.88,7,0.2,43.73,2020,8,Aug,28.42
CA-2022-100694,2020-09-15 10:36:27.702006304,Second Class,Home Office,Pennsylvania,Central,Technology,Machines,194.81,2,0.4,-10.47,2020,9,Sep,-5.37
CA-2023-100695,2021-11-08 08:51:46.659328560,Same Day,Consumer,Illinois,Central,Furniture,Chairs,198.19,11,0.3,-22.55,2021,11,Nov,-11.38
CA-2020-100696,2023-02-16 23:22:27.816080448,Standard Class,Consumer,Ohio,East,Technology,Machines,1973.26,8,0.1,71.67,2023,2,Feb,3.63
CA-2021-100697,2021-11-12 23:18:38.707159648,Standard Class,Consumer,Texas,Central,Furniture,Chairs,45.79,11,0.0,18.07,2021,11,Nov,39.46
CA-2022-100698,2021-02-01 14:20:18.672136888,Same Day,Home Office,Georgia,South,Technology,Machines,395.48,13,0.1,83.03,2021,2,Feb,20.99
CA-2023-100699,2022-09-12 18:37:05.166358128,First Class,Home Office,Pennsylvania,South,Furniture,Furnishings,484.63,14,0.0,46.53,2022,9,Sep,9.6
CA-2020-100700,2023-08-29 06:10:53.824986240,Standard Class,Consumer,Texas,East,Furniture,Furnishings,242.93,8,0.1,78.89,2023,8,Aug,32.47
CA-2021-100701,2021-04-10 23:16:37.668484512,Same Day,Corporate,Washington,Central,Technology,Phones,77.45,7,0.1,11.43,2021,4,Apr,14.76
CA-2022-100702,2020-08-27 09:02:17.789563216,Standard Class,Corporate,Illinois,West,Technology,Machines,784.2,12,0.4,98.61,2020,8,Aug,12.57
CA-2023-100703,2021-03-30 15:32:25.804773104,Second Class,Consumer,Pennsylvania,South,Technology,Copiers,16.58,11,0.0,2.7,2021,3,Mar,16.28
CA-2020-100704,2020-06-03 03:07:27.951168258,Second Class,Home Office,Washington,East,Technology,Copiers,74.94,6,0.0,19.6,2020,6,Jun,26.15
CA-2021-100705,2023-02-27 10:04:24.051633552,Second Class,Consumer,California,West,Office Supplies,Binders,478.99,2,0.1,18.8,2023,2,Feb,3.92
CA-2022-100706,2021-11-24 10:33:13.175564112,First Class,Consumer,California,West,Technology,Machines,102.5,4,0.3,-1.45,2021,11,Nov,-1.41
CA-2023-100707,2022-05-28 11:15:22.019312544,Second Class,Corporate,Illinois,South,Office Supplies,Supplies,732.5,1,0.4,-146.05,2022,5,May,-19.94
CA-2020-100708,2021-07-12 05:29:32.532145896,First Class,Corporate,Georgia,Central,Technology,Machines,32.73,7,0.1,3.04,2021,7,Jul,9.29
CA-2021-100709,2020-02-08 08:23:53.731925751,Standard Class,Consumer,Illinois,West,Office Supplies,Storage,48.81,11,0.0,7.71,2020,2,Feb,15.8
CA-2022-100710,2021-07-22 03:55:09.651273328,Standard Class,Consumer,Georgia,East,Office Supplies,Binders,87.21,2,0.0,14.24,2021,7,Jul,16.33
CA-2023-100711,2021-01-11 01:09:44.479911940,Standard Class,Home Office,Georgia,East,Furniture,Furnishings,225.29,6,0.4,26.57,2021,1,Jan,11.79
CA-2020-100712,2023-02-14 11:46:03.536298592,Standard Class,Corporate,Ohio,Central,Furniture,Furnishings,118.86,9,0.1,-1.74,2023,2,Feb,-1.46
CA-2021-100713,2023-02-05 10:22:42.045329456,Second Class,Consumer,Ohio,Central,Furniture,Chairs,90.89,5,0.2,8.07,2023,2,Feb,8.88
CA-2022-100714,2020-05-19 12:29:47.481863210,Standard Class,Corporate,Michigan,Central,Technology,Accessories,614.25,5,0.0,185.32,2020,5,May,30.17
CA-2023-100715,2020-03-13 23:23:11.044178716,Second Class,Corporate,Illinois,Central,Office Supplies,Supplies,674.14,4,0.0,211.89,2020,3,Mar,31.43
CA-2020-100716,2023-08-10 08:07:06.517236192,Standard Class,Consumer,Georgia,East,Office Supplies,Storage,98.06,1,0.1,26.65,2023,8,Aug,27.18
CA-2021-100717,2022-12-21 13:24:24.171711616,Standard Class,Corporate,Texas,East,Office Supplies,Binders,26.85,4,0.3,3.07,2022,12,Dec,11.43
CA-2022-100718,2023-11-25 17:14:00.966628304,Second Class,Consumer,Texas,West,Technology,Copiers,17.16,9,0.5,0.55,2023,11,Nov,3.21
CA-2023-100719,2020-07-04 14:43:39.262520638,First Class,Consumer,Florida,West,Office Supplies,Paper,188.54,14,0.3,21.17,2020,7,Jul,11.23
CA-2020-100720,2021-11-29 09:46:01.735127832,Second Class,Home Office,Illinois,East,Office Supplies,Supplies,285.99,9,0.1,85.65,2021,11,Nov,29.95
CA-2021-100721,2022-10-06 01:52:10.614899680,First Class,Corporate,Florida,Central,Technology,Phones,158.06,7,0.1,28.91,2022,10,Oct,18.29
CA-2022-100722,2020-10-10 18:56:49.616250564,Same Day,Home Office,New York,West,Technology,Accessories,138.25,13,0.3,10.1,2020,10,Oct,7.31
CA-2023-100723,2020-06-18 00:45:53.629859408,Second Class,Corporate,Ohio,East,Office Supplies,Paper,66.38,4,0.0,16.01,2020,6,Jun,24.12
CA-2020-100724,2021-01-17 04:25:33.877020064,First Class,Home Office,New York,East,Furniture,Tables,285.71,13,0.4,-45.55,2021,1,Jan,-15.94
CA-2021-100725,2023-11-06 06:53:54.542452592,Same Day,Consumer,Washington,South,Office Supplies,Binders,794.88,9,0.1,75.79,2023,11,Nov,9.53
CA-2022-100726,2020-04-15 23:48:19.704808124,First Class,Corporate,Washington,East,Technology,Machines,16.17,5,0.4,-2.03,2020,4,Apr,-12.55
CA-2023-100727,2023-10-20 08:10:12.398058736,Second Class,Home Office,Pennsylvania,West,Office Supplies,Supplies,137.35,12,0.2,3.61,2023,10,Oct,2.63
CA-2020-100728,2021-07-21 22:39:35.744233752,Same Day,Consumer,Georgia,Central,Technology,Machines,56.24,12,0.0,14.81,2021,7,Jul,26.33
CA-2021-100729,2021-12-02 00:52:48.619602736,First Class,Consumer,Washington,Central,Technology,Machines,33.43,10,0.0,4.98,2021,12,Dec,14.9
CA-2022-100730,2021-06-22 17:24:14.805623656,Second Class,Corporate,Georgia,West,Technology,Copiers,47.94,13,0.0,12.3,2021,6,Jun,25.66
CA-2023-100731,2021-09-26 22:17:19.995997400,First Class,Corporate,Illinois,Central,Office Supplies,Storage,216.95,2,0.0,90.36,2021,9,Sep,41.65
CA-2020-100732,2022-01-26 13:15:58.402961920,Standard Class,Home Office,Florida,West,Furniture,Tables,222.51,9,0.1,29.46,2022,1,Jan,13.24
CA-2021-100733,2022-02-26 03:49:54.086156000,Standard Class,Consumer,Florida,Central,Furniture,Tables,639.24,6,0.1,37.75,2022,2,Feb,5.91
CA-2022-100734,2023-11-14 00:43:52.591184272,Standard Class,Consumer,Texas,East,Technology,Copiers,149.72,5,0.1,16.28,2023,11,Nov,10.87
CA-2023-100735,2022-02-11 11:27:02.314504424,Same Day,Corporate,New York,South,Office Supplies,Storage,25.58,11,0.0,10.25,2022,2,Feb,40.07
CA-2020-100736,2022-11-19 17:02:16.348626608,Same Day,Consumer,Florida,South,Furniture,Bookcases,116.96,10,0.5,3.12,2022,11,Nov,2.67
CA-2021-100737,2020-07-20 16:25:05.778756190,Second Class,Home Office,Michigan,East,Office Supplies,Storage,37.1,12,0.1,12.05,2020,7,Jul,32.48
CA-2022-100738,2021-12-31 06:08:09.558212840,Same Day,Consumer,Michigan,South,Furniture,Furnishings,44.4,8,0.3,-3.33,2021,12,Dec,-7.5
CA-2023-100739,2021-05-15 01:59:35.864311800,First Class,Consumer,Florida,East,Furniture,Chairs,265.22,2,0.0,54.41,2021,5,May,20.52
CA-2020-100740,2023-01-04 03:29:26.408165312,Same Day,Consumer,Michigan,East,Furniture,Chairs,180.22,5,0.3,36.04,2023,1,Jan,20.0
CA-2021-100741,2023-09-25 12:06:09.600240160,Same Day,Home Office,Washington,West,Technology,Machines,267.08,10,0.0,47.95,2023,9,Sep,17.95
CA-2022-100742,2023-09-16 10:42:48.109271024,Same Day,Corporate,Michigan,Central,Office Supplies,Binders,103.8,8,0.2,-5.69,2023,9,Sep,-5.48
CA-2023-100743,2023-06-19 11:23:21.851203280,Standard Class,Corporate,Michigan,West,Furniture,Tables,327.19,4,0.2,0.93,2023,6,Jun,0.28
CA-2020-100744,2020-11-01 16:53:20.320208136,Second Class,Consumer,Michigan,South,Technology,Phones,98.16,10,0.4,11.35,2020,11,Nov,11.56
CA-2021-100745,2022-08-14 20:22:29.437134128,Same Day,Consumer,Michigan,East,Office Supplies,Supplies,453.36,10,0.0,98.08,2022,8,Aug,21.63
CA-2022-100746,2020-02-05 05:00:47.731025166,Second Class,Home Office,Ohio,East,Furniture,Tables,209.48,11,0.0,88.73,2020,2,Feb,42.36
CA-2023-100747,2023-01-16 22:17:24.318807216,First Class,Home Office,Michigan,South,Furniture,Furnishings,120.66,9,0.3,-17.9,2023,1,Jan,-14.84
CA-2020-100748,2020-12-04 10:17:43.771451444,Second Class,Home Office,California,Central,Office Supplies,Binders,183.48,7,0.0,65.4,2020,12,Dec,35.64
CA-2021-100749,2020-03-19 19:38:15.231900735,Second Class,Consumer,Florida,East,Furniture,Furnishings,145.79,12,0.0,12.73,2020,3,Mar,8.73
CA-2022-100750,2021-03-03 13:07:32.634212240,Same Day,Corporate,Illinois,Central,Technology,Copiers,732.24,7,0.1,35.88,2021,3,Mar,4.9
CA-2023-100751,2022-07-29 15:10:40.316205536,First Class,Corporate,Illinois,East,Office Supplies,Paper,189.7,9,0.0,56.23,2022,7,Jul,29.64
CA-2020-100752,2022-09-07 07:07:57.490368736,Standard Class,Consumer,California,East,Furniture,Furnishings,148.17,3,0.0,33.16,2022,9,Sep,22.38
CA-2021-100753,2021-08-05 11:32:04.911192272,First Class,Consumer,California,West,Technology,Accessories,116.92,14,0.0,37.03,2021,8,Aug,31.67
CA-2022-100754,2023-01-15 19:59:34.783609344,Standard Class,Home Office,California,Central,Technology,Phones,344.88,14,0.0,151.53,2023,1,Jan,43.94
CA-2023-100755,2020-02-23 06:02:19.410616901,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Binders,301.24,13,0.1,-2.69,2020,2,Feb,-0.89
CA-2020-100756,2023-12-22 02:07:01.113723920,Standard Class,Corporate,California,South,Furniture,Chairs,112.86,13,0.0,14.29,2023,12,Dec,12.66
CA-2021-100757,2022-05-02 07:37:55.779256512,Standard Class,Consumer,Michigan,East,Furniture,Bookcases,46.73,3,0.2,6.83,2022,5,May,14.62
CA-2022-100758,2021-09-20 08:30:22.784810128,Second Class,Consumer,Georgia,Central,Office Supplies,Storage,60.22,13,0.4,5.34,2021,9,Sep,8.87
CA-2023-100759,2023-11-14 14:45:23.009956464,Standard Class,Consumer,New York,East,Office Supplies,Supplies,123.45,13,0.0,45.56,2023,11,Nov,36.91
CA-2020-100760,2022-06-06 07:23:09.603242112,Second Class,Home Office,Michigan,Central,Technology,Accessories,571.88,10,0.3,-2.15,2022,6,Jun,-0.38
CA-2021-100761,2021-05-01 15:24:56.232551160,First Class,Corporate,Michigan,South,Technology,Accessories,115.56,7,0.4,3.26,2021,5,May,2.82
CA-2022-100762,2022-04-13 00:48:11.959773848,Standard Class,Corporate,New York,West,Technology,Accessories,81.93,2,0.2,-2.19,2022,4,Apr,-2.67
CA-2023-100763,2021-09-06 00:53:27.524891176,Same Day,Consumer,Florida,South,Office Supplies,Storage,25.52,10,0.5,-8.79,2021,9,Sep,-34.44
CA-2020-100764,2020-12-25 04:11:13.637864612,Standard Class,Home Office,Michigan,South,Technology,Machines,674.21,14,0.0,187.43,2020,12,Dec,27.8
CA-2021-100765,2023-06-06 13:05:01.335868304,Standard Class,Corporate,Michigan,East,Furniture,Tables,262.18,3,0.3,35.47,2023,6,Jun,13.53
CA-2022-100766,2020-01-23 22:29:08.936808925,Standard Class,Consumer,Pennsylvania,Central,Office Supplies,Paper,328.98,6,0.2,20.85,2020,1,Jan,6.34
CA-2023-100767,2021-11-24 05:17:39.268524536,Standard Class,Consumer,Washington,South,Office Supplies,Supplies,388.26,13,0.0,107.82,2021,11,Nov,27.77
CA-2020-100768,2022-02-05 06:26:01.615049784,Same Day,Consumer,California,West,Technology,Machines,125.87,9,0.2,7.41,2022,2,Feb,5.89
CA-2021-100769,2021-09-01 17:27:20.686446192,First Class,Corporate,New York,South,Office Supplies,Storage,161.51,14,0.1,28.36,2021,9,Sep,17.56
CA-2022-100770,2021-09-19 00:56:59.342572672,Standard Class,Home Office,Florida,East,Technology,Copiers,657.6,4,0.0,265.5,2021,9,Sep,40.37
CA-2023-100771,2023-07-25 02:55:17.396307600,Same Day,Home Office,Michigan,East,Office Supplies,Binders,177.61,5,0.0,42.85,2023,7,Jul,24.13
CA-2020-100772,2022-12-18 22:17:37.287236704,Same Day,Consumer,Florida,South,Technology,Phones,267.07,6,0.2,-28.58,2022,12,Dec,-10.7
CA-2021-100773,2020-01-16 20:25:52.609195977,First Class,Home Office,Washington,West,Furniture,Bookcases,354.44,3,0.2,74.41,2020,1,Jan,20.99
CA-2022-100774,2022-05-31 21:39:13.229599232,First Class,Home Office,California,South,Office Supplies,Supplies,282.29,2,0.1,61.28,2022,5,May,21.71
CA-2023-100775,2021-11-19 13:05:35.918346920,First Class,Consumer,Washington,East,Technology,Machines,130.56,4,0.1,34.23,2021,11,Nov,26.22
CA-2020-100776,2022-05-22 06:14:21.319857904,Same Day,Corporate,New York,Central,Technology,Copiers,143.47,6,0.0,58.89,2022,5,May,41.05
CA-2021-100777,2021-03-28 02:10:50.222644720,Second Class,Home Office,Michigan,South,Office Supplies,Binders,323.0,4,0.1,27.29,2021,3,Mar,8.45
CA-2022-100778,2020-12-06 04:22:15.027768048,Second Class,Corporate,Georgia,Central,Office Supplies,Paper,322.47,12,0.3,3.62,2020,12,Dec,1.12
CA-2023-100779,2021-04-09 12:12:51.621554008,Same Day,Home Office,Georgia,Central,Furniture,Bookcases,477.34,8,0.3,24.34,2021,4,Apr,5.1
CA-2020-100780,2023-05-18 13:16:02.725771744,Standard Class,Consumer,Michigan,West,Office Supplies,Paper,257.52,9,0.2,7.25,2023,5,May,2.82
CA-2021-100781,2022-09-18 02:35:50.237654480,Same Day,Corporate,Washington,West,Furniture,Bookcases,269.51,14,0.5,-3.12,2022,9,Sep,-1.16
CA-2022-100782,2023-05-25 13:34:07.751038176,Same Day,Corporate,Pennsylvania,South,Technology,Accessories,94.99,8,0.3,8.46,2023,5,May,8.91
CA-2023-100783,2023-03-05 18:35:47.355781248,First Class,Home Office,Georgia,Central,Technology,Copiers,83.0,14,0.0,28.5,2023,3,Mar,34.34
CA-2020-100784,2020-10-30 12:17:41.249812376,First Class,Corporate,Illinois,South,Technology,Machines,323.96,7,0.0,120.9,2020,10,Oct,37.32
CA-2021-100785,2023-01-06 15:05:50.687947168,Standard Class,Home Office,Georgia,West,Office Supplies,Paper,83.58,2,0.0,12.81,2023,1,Jan,15.33
CA-2022-100786,2022-07-23 11:54:50.919097408,Same Day,Corporate,Pennsylvania,Central,Furniture,Chairs,145.37,10,0.1,39.0,2022,7,Jul,26.83
CA-2023-100787,2022-09-14 07:26:02.515635168,Standard Class,Home Office,Michigan,Central,Furniture,Chairs,589.35,2,0.2,117.59,2022,9,Sep,19.95
CA-2020-100788,2020-03-19 16:07:52.627207685,First Class,Home Office,Florida,South,Furniture,Furnishings,502.99,10,0.0,194.64,2020,3,Mar,38.7
CA-2021-100789,2023-11-06 05:08:43.240106064,Same Day,Consumer,Georgia,East,Office Supplies,Supplies,200.7,5,0.3,1.09,2023,11,Nov,0.54
CA-2022-100790,2022-11-23 03:26:07.558913296,Same Day,Consumer,Florida,East,Technology,Copiers,110.37,4,0.1,18.95,2022,11,Nov,17.17
CA-2023-100791,2021-07-08 17:20:30.019512680,Second Class,Home Office,Ohio,Central,Furniture,Bookcases,131.19,4,0.2,-9.28,2021,7,Jul,-7.07
CA-2020-100792,2023-05-02 11:34:36.209536192,First Class,Home Office,Washington,Central,Furniture,Chairs,353.42,4,0.0,138.13,2023,5,May,39.08
CA-2021-100793,2023-05-14 04:04:44.584980240,Standard Class,Home Office,Florida,South,Furniture,Bookcases,143.09,7,0.0,37.69,2023,5,May,26.34
CA-2022-100794,2020-02-15 15:42:43.966578276,Same Day,Consumer,New York,East,Technology,Phones,84.92,3,0.1,17.64,2020,2,Feb,20.77
CA-2023-100795,2023-01-06 02:49:31.571521488,First Class,Consumer,New York,Central,Office Supplies,Paper,500.58,2,0.3,-70.79,2023,1,Jan,-14.14
CA-2020-100796,2023-05-21 16:39:08.726672336,Standard Class,Corporate,Florida,Central,Office Supplies,Binders,177.97,5,0.3,9.03,2023,5,May,5.07
CA-2021-100797,2020-07-19 08:51:42.336518736,Second Class,Home Office,Georgia,Central,Furniture,Chairs,83.32,13,0.2,-7.77,2020,7,Jul,-9.33
CA-2022-100798,2021-12-09 02:56:04.947215688,First Class,Corporate,Pennsylvania,East,Office Supplies,Supplies,239.59,6,0.0,100.46,2021,12,Dec,41.93
CA-2023-100799,2021-09-30 01:40:25.996897984,Standard Class,Consumer,Pennsylvania,Central,Office Supplies,Supplies,391.98,14,0.0,154.99,2021,9,Sep,39.54
CA-2020-100800,2023-03-16 07:02:54.893680896,Same Day,Home Office,Ohio,East,Office Supplies,Supplies,54.18,8,0.3,-6.08,2023,3,Mar,-11.22
CA-2021-100801,2022-03-19 06:29:20.464301792,First Class,Corporate,Florida,South,Technology,Machines,121.46,11,0.0,34.92,2022,3,Mar,28.75
CA-2022-100802,2022-07-03 11:33:14.076149488,Second Class,Corporate,Ohio,East,Furniture,Tables,115.97,3,0.2,15.2,2022,7,Jul,13.11
CA-2023-100803,2020-03-25 15:53:19.419622755,First Class,Home Office,Michigan,East,Furniture,Bookcases,233.29,14,0.1,67.97,2020,3,Mar,29.14
CA-2020-100804,2020-11-30 13:22:44.747085604,Standard Class,Corporate,Pennsylvania,West,Furniture,Chairs,279.22,14,0.1,76.16,2020,11,Nov,27.28
CA-2021-100805,2021-05-01 17:10:07.534897680,Standard Class,Corporate,Washington,Central,Office Supplies,Paper,85.5,4,0.1,31.4,2021,5,May,36.73
CA-2022-100806,2022-08-11 16:59:23.436233552,First Class,Consumer,Texas,East,Office Supplies,Supplies,33.36,4,0.4,-4.33,2022,8,Aug,-12.98
CA-2023-100807,2020-07-29 03:46:56.850953120,First Class,Consumer,New York,East,Office Supplies,Supplies,416.46,4,0.3,-58.37,2020,7,Jul,-14.02
CA-2020-100808,2020-01-12 18:15:19.677790563,Standard Class,Corporate,Florida,South,Furniture,Furnishings,48.43,7,0.3,1.91,2020,1,Jan,3.94
CA-2021-100809,2021-10-29 20:57:17.354280280,Same Day,Corporate,Michigan,East,Technology,Copiers,194.65,4,0.1,53.64,2021,10,Oct,27.56
CA-2022-100810,2021-02-15 23:42:25.234402360,Standard Class,Home Office,Georgia,South,Office Supplies,Supplies,130.06,14,0.0,21.37,2021,2,Feb,16.43
CA-2023-100811,2022-03-02 14:46:23.529294040,First Class,Consumer,Florida,West,Office Supplies,Supplies,174.59,7,0.5,-44.61,2022,3,Mar,-25.55
CA-2020-100812,2021-12-24 00:34:30.625906840,Same Day,Home Office,Michigan,East,Technology,Phones,773.74,4,0.0,287.04,2021,12,Dec,37.1
CA-2021-100813,2023-01-30 10:37:15.252914384,Second Class,Home Office,Georgia,West,Office Supplies,Binders,3097.29,14,0.1,840.88,2023,1,Jan,27.15
CA-2022-100814,2022-03-22 08:07:15.162855856,Standard Class,Consumer,Washington,Central,Office Supplies,Supplies,28.98,10,0.0,3.81,2022,3,Mar,13.15
CA-2023-100815,2020-03-02 20:54:33.087506879,Second Class,Corporate,Texas,West,Furniture,Chairs,396.99,8,0.1,126.13,2020,3,Mar,31.77
CA-2020-100816,2020-01-02 14:34:08.651623555,Same Day,Corporate,Illinois,East,Furniture,Furnishings,126.94,5,0.0,13.19,2020,1,Jan,10.39
CA-2021-100817,2020-05-02 20:46:50.546855456,Second Class,Home Office,Michigan,West,Furniture,Bookcases,423.2,2,0.3,-61.92,2020,5,May,-14.63
CA-2022-100818,2023-12-09 03:48:40.598388944,Second Class,Home Office,Pennsylvania,East,Technology,Accessories,386.55,13,0.4,-50.08,2023,12,Dec,-12.96
CA-2023-100819,2022-11-02 14:48:11.599539696,Same Day,Corporate,Texas,West,Technology,Phones,607.74,9,0.1,197.28,2022,11,Nov,32.46
CA-2020-100820,2020-02-23 23:34:12.434082153,Same Day,Home Office,Florida,South,Office Supplies,Binders,197.35,9,0.0,64.77,2020,2,Feb,32.82
CA-2021-100821,2023-11-18 23:56:41.150747984,Standard Class,Corporate,Florida,Central,Technology,Accessories,60.97,1,0.2,2.92,2023,11,Nov,4.79
CA-2022-100822,2023-11-16 14:05:28.173312656,Second Class,Consumer,California,South,Technology,Accessories,375.27,5,0.0,42.37,2023,11,Nov,11.29
CA-2023-100823,2022-02-20 14:35:35.107820080,First Class,Consumer,Washington,South,Furniture,Tables,167.0,3,0.5,-10.79,2022,2,Feb,-6.46
CA-2020-100824,2023-11-26 21:17:01.804172704,First Class,Corporate,Texas,Central,Furniture,Bookcases,117.47,10,0.0,34.03,2023,11,Nov,28.97
CA-2021-100825,2021-02-11 03:59:59.279531696,Same Day,Home Office,Ohio,South,Office Supplies,Supplies,92.18,11,0.0,41.03,2021,2,Feb,44.51
CA-2022-100826,2023-02-05 17:23:27.254715568,First Class,Consumer,Ohio,West,Technology,Machines,405.99,5,0.2,79.66,2023,2,Feb,19.62
CA-2023-100827,2021-08-20 09:10:30.589883424,Standard Class,Corporate,Washington,West,Technology,Accessories,737.58,4,0.2,-51.0,2021,8,Aug,-6.91
CA-2020-100828,2022-04-08 12:06:31.214289288,Same Day,Corporate,Washington,West,Office Supplies,Binders,44.91,3,0.1,11.73,2022,4,Apr,26.12
CA-2021-100829,2020-02-02 01:37:41.730124581,Same Day,Home Office,California,West,Furniture,Furnishings,276.43,7,0.0,42.29,2020,2,Feb,15.3
CA-2022-100830,2021-08-04 18:00:11.887727024,Second Class,Home Office,Florida,West,Technology,Accessories,102.27,5,0.0,44.46,2021,8,Aug,43.47
CA-2023-100831,2022-05-02 14:38:40.988642608,Same Day,Home Office,California,East,Furniture,Chairs,34.22,1,0.0,1.97,2022,5,May,5.76
CA-2020-100832,2021-06-18 06:27:45.362485616,First Class,Consumer,California,South,Technology,Accessories,172.04,4,0.0,25.0,2021,6,Jun,14.53
CA-2021-100833,2020-07-24 06:19:19.593735928,Same Day,Consumer,Pennsylvania,South,Technology,Accessories,64.51,1,0.3,0.62,2020,7,Jul,0.96
CA-2022-100834,2020-08-22 09:49:29.229999500,Second Class,Consumer,Michigan,East,Furniture,Furnishings,30.64,3,0.0,2.5,2020,8,Aug,8.16
CA-2023-100835,2021-09-30 19:12:19.020363232,Standard Class,Corporate,New York,South,Furniture,Chairs,67.92,11,0.1,7.31,2021,9,Sep,10.76
CA-2020-100836,2022-01-05 03:35:46.815430024,First Class,Corporate,Michigan,Central,Office Supplies,Paper,53.1,10,0.2,4.72,2022,1,Jan,8.89
CA-2021-100837,2022-09-27 07:29:34.333316656,Same Day,Corporate,California,South,Furniture,Chairs,77.74,10,0.0,17.78,2022,9,Sep,22.87
CA-2022-100838,2020-10-05 21:29:12.359033372,Standard Class,Consumer,Michigan,South,Furniture,Furnishings,39.41,5,0.3,-0.23,2020,10,Oct,-0.58
CA-2023-100839,2021-02-03 06:39:38.626106968,Second Class,Corporate,California,East,Furniture,Furnishings,99.97,6,0.2,24.15,2021,2,Feb,24.16
CA-2020-100840,2021-07-29 12:59:11.188272376,Second Class,Corporate,Georgia,West,Technology,Copiers,72.73,11,0.0,18.34,2021,7,Jul,25.22
CA-2021-100841,2022-02-10 05:38:50.174613496,Standard Class,Consumer,Georgia,West,Furniture,Furnishings,216.07,1,0.3,40.28,2022,2,Feb,18.64
CA-2022-100842,2020-09-08 15:33:56.583779456,Second Class,Corporate,Pennsylvania,West,Technology,Copiers,268.68,10,0.1,7.82,2020,9,Sep,2.91
CA-2023-100843,2020-08-02 09:27:52.387051584,Second Class,Consumer,California,Central,Office Supplies,Paper,192.51,9,0.2,0.4,2020,8,Aug,0.21
CA-2020-100844,2020-10-17 19:14:54.641516984,Second Class,Corporate,Pennsylvania,West,Technology,Machines,117.28,13,0.3,8.52,2020,10,Oct,7.26
CA-2021-100845,2023-12-29 19:56:59.162455600,Second Class,Home Office,California,South,Furniture,Furnishings,114.16,14,0.3,-8.76,2023,12,Dec,-7.67
CA-2022-100846,2023-07-26 10:28:40.838545056,Same Day,Consumer,Pennsylvania,East,Technology,Machines,64.26,9,0.1,7.0,2023,7,Jul,10.89
CA-2023-100847,2023-09-12 20:48:34.294291280,Standard Class,Corporate,New York,Central,Office Supplies,Storage,65.83,1,0.0,27.02,2023,9,Sep,41.05
